"id_policy","id_client","id_vehicle","id_claim","id_year","claim_amount","claim_nb"
"A00012206-V03","A00012206","V03","CL02","Year 0",514.28,1
"A00012219-V01","A00012219","V01","CL01","Year 0",7.11,1
"A00012225-V01","A00012225","V01","CL01","Year 0",1000.95,1
"A00012234-V02","A00012234","V02","CL01","Year 0",74.18,1
"A00012246-V01","A00012246","V01","CL01","Year 0",1012.85,1
"A00012252-V01","A00012252","V01","CL01","Year 0",6.77,1
"A00012252-V01","A00012252","V01","CL02","Year 0",161.67,1
"A00012260-V01","A00012260","V01","CL01","Year 0",319.41,1
"A00012291-V01","A00012291","V01","CL01","Year 0",60.95,1
"A00012293-V02","A00012293","V02","CL01","Year 0",6.03,1
"A00012294-V01","A00012294","V01","CL01","Year 0",390.51,1
"A00012294-V03","A00012294","V03","CL01","Year 0",124.46,1
"A00012300-V04","A00012300","V04","CL01","Year 0",1875.28,1
"A00012319-V01","A00012319","V01","CL01","Year 0",652.07,1
"A00012330-V02","A00012330","V02","CL01","Year 0",430.98,1
"A00012340-V01","A00012340","V01","CL01","Year 0",790.92,1
"A00012345-V01","A00012345","V01","CL01","Year 0",1130.99,1
"A00012351-V01","A00012351","V01","CL01","Year 0",7931.08,1
"A00012351-V01","A00012351","V01","CL02","Year 0",10073.64,1
"A00012356-V01","A00012356","V01","CL01","Year 0",67.99,1
"A00012375-V01","A00012375","V01","CL01","Year 0",33.34,1
"A00012380-V01","A00012380","V01","CL01","Year 0",10293.65,1
"A00012394-V01","A00012394","V01","CL01","Year 0",1068.74,1
"A00012406-V01","A00012406","V01","CL01","Year 0",16.34,1
"A00012424-V01","A00012424","V01","CL01","Year 0",1537.41,1
"A00012430-V01","A00012430","V01","CL01","Year 0",233.97,1
"A00012436-V01","A00012436","V01","CL01","Year 0",6.43,1
"A00012436-V02","A00012436","V02","CL01","Year 0",320.35,1
"A00012445-V01","A00012445","V01","CL01","Year 0",844.3,1
"A00012455-V01","A00012455","V01","CL01","Year 0",67.51,1
"A00012477-V01","A00012477","V01","CL01","Year 0",121.5,1
"A00012482-V02","A00012482","V02","CL01","Year 0",527.78,1
"A00012482-V04","A00012482","V04","CL01","Year 0",1071.03,1
"A00012499-V01","A00012499","V01","CL01","Year 0",309.34,1
"A00012499-V01","A00012499","V01","CL02","Year 0",221.99,1
"A00012506-V01","A00012506","V01","CL01","Year 0",19.68,1
"A00012513-V02","A00012513","V02","CL01","Year 0",3883.85,1
"A00012519-V02","A00012519","V02","CL01","Year 0",8442.52,1
"A00012524-V01","A00012524","V01","CL01","Year 0",289,1
"A00012535-V02","A00012535","V02","CL01","Year 0",137.03,1
"A00012550-V01","A00012550","V01","CL01","Year 0",742.19,1
"A00012554-V04","A00012554","V04","CL01","Year 0",101.52,1
"A00012556-V02","A00012556","V02","CL01","Year 0",2367.54,1
"A00012556-V02","A00012556","V02","CL02","Year 0",552.01,1
"A00012556-V02","A00012556","V02","CL03","Year 0",142.03,1
"A00012567-V01","A00012567","V01","CL01","Year 0",128.56,1
"A00012577-V01","A00012577","V01","CL01","Year 0",38.29,1
"A00012578-V02","A00012578","V02","CL01","Year 0",398.42,1
"A00012586-V01","A00012586","V01","CL01","Year 0",109.52,1
"A00012593-V01","A00012593","V01","CL01","Year 0",6.42,1
"A00012597-V01","A00012597","V01","CL01","Year 0",741.41,1
"A00012600-V01","A00012600","V01","CL01","Year 0",59.38,1
"A00012606-V02","A00012606","V02","CL01","Year 0",59.74,1
"A00012618-V01","A00012618","V01","CL01","Year 0",361.01,1
"A00012626-V01","A00012626","V01","CL01","Year 0",1052.88,1
"A00012639-V02","A00012639","V02","CL01","Year 0",203.34,1
"A00012653-V01","A00012653","V01","CL01","Year 0",1503.1,1
"A00012663-V03","A00012663","V03","CL01","Year 0",-784.64,1
"A00012664-V01","A00012664","V01","CL01","Year 0",2553.1,1
"A00012675-V03","A00012675","V03","CL01","Year 0",185.85,1
"A00012677-V01","A00012677","V01","CL01","Year 0",73.01,1
"A00012682-V01","A00012682","V01","CL01","Year 0",46.46,1
"A00012684-V04","A00012684","V04","CL01","Year 0",74.96,1
"A00012688-V01","A00012688","V01","CL01","Year 0",128.97,1
"A00012702-V01","A00012702","V01","CL01","Year 0",1093.27,1
"A00012711-V02","A00012711","V02","CL01","Year 0",122.51,1
"A00012739-V01","A00012739","V01","CL01","Year 0",3732.7,1
"A00012743-V01","A00012743","V01","CL01","Year 0",10266.28,1
"A00012743-V05","A00012743","V05","CL01","Year 0",501,1
"A00012754-V01","A00012754","V01","CL01","Year 0",201.93,1
"A00012754-V02","A00012754","V02","CL01","Year 0",8.32,1
"A00012767-V02","A00012767","V02","CL01","Year 0",599.76,1
"A00012802-V01","A00012802","V01","CL01","Year 0",181.92,1
"A00012802-V01","A00012802","V01","CL02","Year 0",499.67,1
"A00012802-V03","A00012802","V03","CL01","Year 0",59.93,1
"A00012805-V02","A00012805","V02","CL01","Year 0",897.02,1
"A00012817-V05","A00012817","V05","CL01","Year 0",1727.32,1
"A00012820-V01","A00012820","V01","CL01","Year 0",2615.09,1
"A00012829-V01","A00012829","V01","CL01","Year 0",422.49,1
"A00012858-V01","A00012858","V01","CL01","Year 0",4848.87,1
"A00012863-V02","A00012863","V02","CL01","Year 0",4401.41,1
"A00012877-V02","A00012877","V02","CL01","Year 0",5.36,1
"A00012881-V01","A00012881","V01","CL01","Year 0",322.85,1
"A00012891-V01","A00012891","V01","CL01","Year 0",384.31,1
"A00012894-V01","A00012894","V01","CL01","Year 0",216.66,1
"A00012895-V02","A00012895","V02","CL01","Year 0",27.47,1
"A00012902-V01","A00012902","V01","CL01","Year 0",374.35,1
"A00012908-V02","A00012908","V02","CL01","Year 0",1005.75,1
"A00012908-V02","A00012908","V02","CL02","Year 0",326.43,1
"A00012908-V02","A00012908","V02","CL03","Year 0",287.81,1
"A00012943-V01","A00012943","V01","CL01","Year 0",85.38,1
"A00012949-V01","A00012949","V01","CL01","Year 0",399.39,1
"A00012955-V02","A00012955","V02","CL01","Year 0",61.51,1
"A00012965-V01","A00012965","V01","CL01","Year 0",86.51,1
"A00012967-V02","A00012967","V02","CL01","Year 0",1531.76,1
"A00012967-V03","A00012967","V03","CL01","Year 0",2115.37,1
"A00012967-V04","A00012967","V04","CL01","Year 0",539.05,1
"A00012974-V03","A00012974","V03","CL01","Year 0",6142.03,1
"A00012974-V03","A00012974","V03","CL02","Year 0",408.45,1
"A00012978-V01","A00012978","V01","CL01","Year 0",80.55,1
"A00012980-V01","A00012980","V01","CL01","Year 0",131.69,1
"A00012981-V01","A00012981","V01","CL01","Year 0",504.48,1
"A00012981-V01","A00012981","V01","CL02","Year 0",69.58,1
"A00013008-V01","A00013008","V01","CL01","Year 0",1304.44,1
"A00013008-V03","A00013008","V03","CL01","Year 0",609.92,1
"A00013020-V01","A00013020","V01","CL01","Year 0",4910.99,1
"A00013023-V01","A00013023","V01","CL01","Year 0",446.87,1
"A00013024-V01","A00013024","V01","CL01","Year 0",133.37,1
"A00013024-V01","A00013024","V01","CL02","Year 0",343.17,1
"A00013029-V01","A00013029","V01","CL01","Year 0",948.43,1
"A00013047-V02","A00013047","V02","CL01","Year 0",56.92,1
"A00013066-V04","A00013066","V04","CL01","Year 0",2598.77,1
"A00013067-V01","A00013067","V01","CL01","Year 0",42.09,1
"A00013067-V01","A00013067","V01","CL02","Year 0",104.98,1
"A00013067-V01","A00013067","V01","CL03","Year 0",351.75,1
"A00013070-V01","A00013070","V01","CL01","Year 0",106.82,1
"A00013074-V02","A00013074","V02","CL01","Year 0",36.11,1
"A00013074-V02","A00013074","V02","CL02","Year 0",523.63,1
"A00013084-V01","A00013084","V01","CL01","Year 0",1275.27,1
"A00013112-V01","A00013112","V01","CL01","Year 0",631.83,1
"A00013118-V01","A00013118","V01","CL01","Year 0",90.57,1
"A00013122-V01","A00013122","V01","CL01","Year 0",4271.37,1
"A00013123-V01","A00013123","V01","CL01","Year 0",139.9,1
"A00013136-V01","A00013136","V01","CL01","Year 0",176.9,1
"A00013136-V02","A00013136","V02","CL01","Year 0",1219.52,1
"A00013139-V01","A00013139","V01","CL01","Year 0",143.84,1
"A00013168-V01","A00013168","V01","CL01","Year 0",279.57,1
"A00013178-V01","A00013178","V01","CL01","Year 0",782.8,1
"A00013183-V02","A00013183","V02","CL01","Year 0",419.82,1
"A00013207-V01","A00013207","V01","CL01","Year 0",1360.15,1
"A00013230-V01","A00013230","V01","CL01","Year 0",1303.02,1
"A00013234-V03","A00013234","V03","CL01","Year 0",1833.5,1
"A00013247-V03","A00013247","V03","CL01","Year 0",1375.87,1
"A00013249-V01","A00013249","V01","CL01","Year 0",98.09,1
"A00013275-V01","A00013275","V01","CL01","Year 0",139.82,1
"A00013277-V01","A00013277","V01","CL01","Year 0",1890.08,1
"A00013277-V01","A00013277","V01","CL02","Year 0",43.81,1
"A00013280-V01","A00013280","V01","CL01","Year 0",6.61,1
"A00013280-V01","A00013280","V01","CL02","Year 0",49.86,1
"A00013297-V02","A00013297","V02","CL01","Year 0",2001.23,1
"A00013319-V01","A00013319","V01","CL01","Year 0",903.49,1
"A00013321-V01","A00013321","V01","CL01","Year 0",82.78,1
"A00013326-V01","A00013326","V01","CL01","Year 0",-707.84,1
"A00013343-V01","A00013343","V01","CL01","Year 0",3767.32,1
"A00013344-V01","A00013344","V01","CL01","Year 0",2735.95,1
"A00013345-V02","A00013345","V02","CL01","Year 0",173.64,1
"A00013345-V02","A00013345","V02","CL02","Year 0",17.39,1
"A00013351-V01","A00013351","V01","CL01","Year 0",781.74,1
"A00013355-V02","A00013355","V02","CL01","Year 0",418.66,1
"A00013372-V01","A00013372","V01","CL01","Year 0",48.64,1
"A00013373-V03","A00013373","V03","CL01","Year 0",43.45,1
"A00013393-V01","A00013393","V01","CL01","Year 0",968.13,1
"A00013398-V01","A00013398","V01","CL01","Year 0",299.91,1
"A00013401-V01","A00013401","V01","CL01","Year 0",1497.98,1
"A00013406-V01","A00013406","V01","CL01","Year 0",6820.6,1
"A00013406-V02","A00013406","V02","CL01","Year 0",10.88,1
"A00013407-V03","A00013407","V03","CL01","Year 0",-102.51,1
"A00013435-V01","A00013435","V01","CL01","Year 0",-66.1,1
"A00013461-V01","A00013461","V01","CL01","Year 0",254.36,1
"A00013476-V01","A00013476","V01","CL01","Year 0",700.76,1
"A00013478-V03","A00013478","V03","CL01","Year 0",646.97,1
"A00013479-V01","A00013479","V01","CL01","Year 0",604.85,1
"A00013482-V01","A00013482","V01","CL01","Year 0",156.28,1
"A00013493-V01","A00013493","V01","CL01","Year 0",423.89,1
"A00013513-V01","A00013513","V01","CL01","Year 0",-258.14,1
"A00013514-V01","A00013514","V01","CL01","Year 0",-50.76,1
"A00013514-V01","A00013514","V01","CL02","Year 0",165.33,1
"A00013532-V03","A00013532","V03","CL01","Year 0",25.35,1
"A00013538-V01","A00013538","V01","CL01","Year 0",551.45,1
"A00013546-V01","A00013546","V01","CL01","Year 0",29.06,1
"A00013553-V01","A00013553","V01","CL01","Year 0",4267.36,1
"A00013576-V04","A00013576","V04","CL01","Year 0",5.49,1
"A00013584-V04","A00013584","V04","CL01","Year 0",624.6,1
"A00013590-V04","A00013590","V04","CL01","Year 0",322.74,1
"A00013604-V01","A00013604","V01","CL01","Year 0",949.82,1
"A00013607-V01","A00013607","V01","CL01","Year 0",281.05,1
"A00013607-V02","A00013607","V02","CL01","Year 0",75.74,1
"A00013607-V03","A00013607","V03","CL01","Year 0",151.26,1
"A00013616-V01","A00013616","V01","CL01","Year 0",2620.39,1
"A00013629-V01","A00013629","V01","CL01","Year 0",1290.02,1
"A00013636-V02","A00013636","V02","CL01","Year 0",590.71,1
"A00013636-V02","A00013636","V02","CL02","Year 0",618.01,1
"A00013638-V02","A00013638","V02","CL01","Year 0",709.3,1
"A00013644-V01","A00013644","V01","CL01","Year 0",7620.33,1
"A00013647-V01","A00013647","V01","CL01","Year 0",21.7,1
"A00013657-V01","A00013657","V01","CL01","Year 0",507.54,1
"A00013662-V01","A00013662","V01","CL01","Year 0",113.11,1
"A00013664-V01","A00013664","V01","CL01","Year 0",35.36,1
"A00013664-V01","A00013664","V01","CL02","Year 0",1826.68,1
"A00013672-V01","A00013672","V01","CL01","Year 0",523.02,1
"A00013683-V01","A00013683","V01","CL01","Year 0",129.17,1
"A00013686-V01","A00013686","V01","CL01","Year 0",-579.46,1
"A00013692-V02","A00013692","V02","CL01","Year 0",40.91,1
"A00013693-V03","A00013693","V03","CL01","Year 0",114.73,1
"A00013693-V03","A00013693","V03","CL02","Year 0",247.08,1
"A00013706-V01","A00013706","V01","CL01","Year 0",56.35,1
"A00013706-V03","A00013706","V03","CL01","Year 0",91.47,1
"A00013707-V01","A00013707","V01","CL01","Year 0",23.25,1
"A00013726-V01","A00013726","V01","CL01","Year 0",2086.93,1
"A00013726-V02","A00013726","V02","CL01","Year 0",325.97,1
"A00013728-V02","A00013728","V02","CL01","Year 0",816.92,1
"A00013729-V02","A00013729","V02","CL01","Year 0",-905.26,1
"A00013733-V01","A00013733","V01","CL01","Year 0",88.42,1
"A00013758-V01","A00013758","V01","CL01","Year 0",571.64,1
"A00013766-V02","A00013766","V02","CL01","Year 0",247.11,1
"A00013794-V02","A00013794","V02","CL01","Year 0",79.11,1
"A00013801-V01","A00013801","V01","CL01","Year 0",648.95,1
"A00013816-V01","A00013816","V01","CL01","Year 0",840.88,1
"A00013834-V01","A00013834","V01","CL01","Year 0",5.42,1
"A00013834-V01","A00013834","V01","CL02","Year 0",0.44,1
"A00013848-V01","A00013848","V01","CL01","Year 0",99.67,1
"A00013848-V03","A00013848","V03","CL01","Year 0",137.03,1
"A00013848-V03","A00013848","V03","CL02","Year 0",137.07,1
"A00013873-V01","A00013873","V01","CL01","Year 0",78.71,1
"A00013876-V02","A00013876","V02","CL01","Year 0",190.19,1
"A00013880-V01","A00013880","V01","CL01","Year 0",17.56,1
"A00013880-V03","A00013880","V03","CL01","Year 0",151.63,1
"A00013887-V01","A00013887","V01","CL01","Year 0",2072.15,1
"A00013919-V01","A00013919","V01","CL01","Year 0",71.11,1
"A00013937-V02","A00013937","V02","CL01","Year 0",329.61,1
"A00013937-V02","A00013937","V02","CL02","Year 0",1449.56,1
"A00013954-V01","A00013954","V01","CL01","Year 0",85.72,1
"A00013962-V01","A00013962","V01","CL01","Year 0",5.34,1
"A00013969-V02","A00013969","V02","CL01","Year 0",434.66,1
"A00013979-V01","A00013979","V01","CL01","Year 0",166.02,1
"A00013981-V01","A00013981","V01","CL01","Year 0",31.12,1
"A00013987-V01","A00013987","V01","CL01","Year 0",-163.86,1
"A00014000-V01","A00014000","V01","CL01","Year 0",531.72,1
"A00014017-V01","A00014017","V01","CL01","Year 0",388.57,1
"A00014017-V01","A00014017","V01","CL02","Year 0",529.08,1
"A00014023-V01","A00014023","V01","CL01","Year 0",210.57,1
"A00014031-V02","A00014031","V02","CL01","Year 0",40.72,1
"A00014040-V01","A00014040","V01","CL01","Year 0",494.54,1
"A00014042-V01","A00014042","V01","CL01","Year 0",757.22,1
"A00014059-V01","A00014059","V01","CL01","Year 0",450.21,1
"A00014076-V01","A00014076","V01","CL01","Year 0",1642.36,1
"A00014080-V04","A00014080","V04","CL01","Year 0",339,1
"A00014081-V01","A00014081","V01","CL01","Year 0",142.2,1
"A00014085-V01","A00014085","V01","CL01","Year 0",262.83,1
"A00014091-V01","A00014091","V01","CL01","Year 0",1602.61,1
"A00014098-V01","A00014098","V01","CL01","Year 0",66.54,1
"A00014118-V01","A00014118","V01","CL01","Year 0",823.5,1
"A00014139-V01","A00014139","V01","CL01","Year 0",116.96,1
"A00014142-V01","A00014142","V01","CL01","Year 0",52.39,1
"A00014144-V01","A00014144","V01","CL01","Year 0",361.82,1
"A00014144-V01","A00014144","V01","CL02","Year 0",294.28,1
"A00014160-V01","A00014160","V01","CL01","Year 0",-478.26,1
"A00014180-V02","A00014180","V02","CL01","Year 0",3583.1,1
"A00014198-V01","A00014198","V01","CL01","Year 0",67.48,1
"A00014200-V01","A00014200","V01","CL01","Year 0",74.05,1
"A00014237-V02","A00014237","V02","CL01","Year 0",29.06,1
"A00014239-V02","A00014239","V02","CL01","Year 0",756.25,1
"A00014243-V01","A00014243","V01","CL01","Year 0",99.67,1
"A00014246-V02","A00014246","V02","CL01","Year 0",41.45,1
"A00014249-V01","A00014249","V01","CL01","Year 0",927.33,1
"A00014255-V01","A00014255","V01","CL01","Year 0",932.64,1
"A00014256-V03","A00014256","V03","CL01","Year 0",51.22,1
"A00014262-V01","A00014262","V01","CL01","Year 0",70.22,1
"A00014268-V01","A00014268","V01","CL01","Year 0",5001.4,1
"A00014271-V02","A00014271","V02","CL01","Year 0",7.65,1
"A00014271-V02","A00014271","V02","CL02","Year 0",43.65,1
"A00014273-V01","A00014273","V01","CL01","Year 0",2369.7,1
"A00014273-V02","A00014273","V02","CL01","Year 0",3459.2,1
"A00014274-V01","A00014274","V01","CL01","Year 0",7183.3,1
"A00014301-V02","A00014301","V02","CL01","Year 0",195.13,1
"A00014330-V02","A00014330","V02","CL01","Year 0",11.16,1
"A00014330-V02","A00014330","V02","CL02","Year 0",366.24,1
"A00014334-V01","A00014334","V01","CL01","Year 0",226.46,1
"A00014342-V02","A00014342","V02","CL01","Year 0",34.61,1
"A00014343-V01","A00014343","V01","CL01","Year 0",1522.4,1
"A00014354-V02","A00014354","V02","CL01","Year 0",1082.89,1
"A00014356-V01","A00014356","V01","CL01","Year 0",241,1
"A00014356-V03","A00014356","V03","CL01","Year 0",822.11,1
"A00014360-V01","A00014360","V01","CL01","Year 0",2579.28,1
"A00014366-V01","A00014366","V01","CL01","Year 0",538.71,1
"A00014366-V01","A00014366","V01","CL02","Year 0",817.3,1
"A00014375-V01","A00014375","V01","CL01","Year 0",215.5,1
"A00014376-V01","A00014376","V01","CL01","Year 0",39.43,1
"A00014378-V01","A00014378","V01","CL01","Year 0",107.73,1
"A00014378-V01","A00014378","V01","CL02","Year 0",188.28,1
"A00014390-V02","A00014390","V02","CL01","Year 0",4816.64,1
"A00014397-V01","A00014397","V01","CL01","Year 0",19.36,1
"A00014400-V01","A00014400","V01","CL01","Year 0",5.12,1
"A00014409-V01","A00014409","V01","CL01","Year 0",0.89,1
"A00014409-V02","A00014409","V02","CL01","Year 0",-768.18,1
"A00014417-V01","A00014417","V01","CL01","Year 0",24.05,1
"A00014451-V02","A00014451","V02","CL01","Year 0",507.19,1
"A00014455-V01","A00014455","V01","CL01","Year 0",28.74,1
"A00014458-V02","A00014458","V02","CL01","Year 0",4712.11,1
"A00014471-V01","A00014471","V01","CL01","Year 0",1489.75,1
"A00014477-V01","A00014477","V01","CL01","Year 0",821.59,1
"A00014477-V03","A00014477","V03","CL01","Year 0",4206.05,1
"A00014477-V03","A00014477","V03","CL02","Year 0",151.99,1
"A00014478-V01","A00014478","V01","CL01","Year 0",252.1,1
"A00014481-V01","A00014481","V01","CL01","Year 0",278.02,1
"A00014488-V01","A00014488","V01","CL01","Year 0",2362.67,1
"A00014492-V01","A00014492","V01","CL01","Year 0",3683.06,1
"A00014495-V01","A00014495","V01","CL01","Year 0",155.59,1
"A00014496-V01","A00014496","V01","CL01","Year 0",640.02,1
"A00014496-V01","A00014496","V01","CL02","Year 0",382.37,1
"A00014496-V03","A00014496","V03","CL01","Year 0",6414.98,1
"A00014496-V04","A00014496","V04","CL01","Year 0",612.71,1
"A00014503-V01","A00014503","V01","CL01","Year 0",341.37,1
"A00014505-V02","A00014505","V02","CL01","Year 0",314.88,1
"A00014514-V02","A00014514","V02","CL01","Year 0",124.96,1
"A00014520-V01","A00014520","V01","CL01","Year 0",238.06,1
"A00014521-V03","A00014521","V03","CL01","Year 0",2964.94,1
"A00014531-V02","A00014531","V02","CL01","Year 0",157.44,1
"A00014533-V02","A00014533","V02","CL01","Year 0",102.59,1
"A00014540-V01","A00014540","V01","CL01","Year 0",312.96,1
"A00014542-V04","A00014542","V04","CL01","Year 0",1154.25,1
"A00014543-V02","A00014543","V02","CL01","Year 0",-3.97,1
"A00014544-V01","A00014544","V01","CL01","Year 0",346.41,1
"A00014545-V02","A00014545","V02","CL01","Year 0",27860.27,1
"A00014547-V03","A00014547","V03","CL01","Year 0",206.27,1
"A00014547-V04","A00014547","V04","CL01","Year 0",22.97,1
"A00014549-V01","A00014549","V01","CL01","Year 0",2505.75,1
"A00014563-V01","A00014563","V01","CL01","Year 0",2100.84,1
"A00014569-V03","A00014569","V03","CL01","Year 0",479.1,1
"A00014570-V01","A00014570","V01","CL01","Year 0",757.29,1
"A00014575-V04","A00014575","V04","CL01","Year 0",1546.75,1
"A00014585-V02","A00014585","V02","CL01","Year 0",3139.5,1
"A00014592-V03","A00014592","V03","CL01","Year 0",575.25,1
"A00014594-V01","A00014594","V01","CL01","Year 0",56.77,1
"A00014604-V01","A00014604","V01","CL01","Year 0",620.96,1
"A00014608-V01","A00014608","V01","CL01","Year 0",483.33,1
"A00014613-V02","A00014613","V02","CL01","Year 0",1279.59,1
"A00014613-V02","A00014613","V02","CL02","Year 0",1149.81,1
"A00014631-V01","A00014631","V01","CL01","Year 0",1321.67,1
"A00014634-V01","A00014634","V01","CL01","Year 0",57.01,1
"A00014644-V01","A00014644","V01","CL01","Year 0",375.03,1
"A00014645-V01","A00014645","V01","CL01","Year 0",753.15,1
"A00014656-V01","A00014656","V01","CL01","Year 0",142.91,1
"A00014661-V01","A00014661","V01","CL01","Year 0",24.24,1
"A00014663-V01","A00014663","V01","CL01","Year 0",436.97,1
"A00014678-V02","A00014678","V02","CL01","Year 0",274.36,1
"A00014697-V01","A00014697","V01","CL01","Year 0",468.45,1
"A00014697-V01","A00014697","V01","CL02","Year 0",702,1
"A00014698-V01","A00014698","V01","CL01","Year 0",3824.41,1
"A00014706-V02","A00014706","V02","CL01","Year 0",141.29,1
"A00014709-V01","A00014709","V01","CL01","Year 0",16.61,1
"A00014714-V02","A00014714","V02","CL01","Year 0",1808.7,1
"A00014727-V02","A00014727","V02","CL01","Year 0",187.54,1
"A00014742-V01","A00014742","V01","CL01","Year 0",470.66,1
"A00014742-V01","A00014742","V01","CL02","Year 0",15.56,1
"A00014762-V01","A00014762","V01","CL01","Year 0",1064.94,1
"A00014764-V01","A00014764","V01","CL01","Year 0",-273.34,1
"A00014764-V01","A00014764","V01","CL02","Year 0",34.25,1
"A00014764-V01","A00014764","V01","CL03","Year 0",758.28,1
"A00014764-V03","A00014764","V03","CL01","Year 0",24,1
"A00014764-V03","A00014764","V03","CL02","Year 0",1030.94,1
"A00014769-V01","A00014769","V01","CL01","Year 0",72.91,1
"A00014775-V04","A00014775","V04","CL01","Year 0",169.24,1
"A00014783-V01","A00014783","V01","CL01","Year 0",-326.73,1
"A00014783-V01","A00014783","V01","CL02","Year 0",99.63,1
"A00014785-V02","A00014785","V02","CL01","Year 0",68.37,1
"A00014786-V01","A00014786","V01","CL01","Year 0",7160.92,1
"A00014790-V02","A00014790","V02","CL01","Year 0",377.89,1
"A00014796-V01","A00014796","V01","CL01","Year 0",106.43,1
"A00014797-V03","A00014797","V03","CL01","Year 0",71.54,1
"A00014801-V01","A00014801","V01","CL01","Year 0",219.33,1
"A00014801-V01","A00014801","V01","CL02","Year 0",1178.12,1
"A00014817-V01","A00014817","V01","CL01","Year 0",859.1,1
"A00014841-V01","A00014841","V01","CL01","Year 0",2023,1
"A00014842-V01","A00014842","V01","CL01","Year 0",2838.56,1
"A00014843-V01","A00014843","V01","CL01","Year 0",739.68,1
"A00014843-V01","A00014843","V01","CL02","Year 0",161.15,1
"A00014845-V02","A00014845","V02","CL01","Year 0",5173.87,1
"A00014860-V01","A00014860","V01","CL01","Year 0",505.9,1
"A00014860-V02","A00014860","V02","CL01","Year 0",126.43,1
"A00014860-V02","A00014860","V02","CL02","Year 0",159.91,1
"A00014862-V03","A00014862","V03","CL01","Year 0",40.93,1
"A00014867-V01","A00014867","V01","CL01","Year 0",1369.51,1
"A00014887-V01","A00014887","V01","CL01","Year 0",470.23,1
"A00014894-V01","A00014894","V01","CL01","Year 0",202.33,1
"A00014899-V01","A00014899","V01","CL01","Year 0",443.71,1
"A00014913-V02","A00014913","V02","CL01","Year 0",353.25,1
"A00014914-V02","A00014914","V02","CL01","Year 0",16.15,1
"A00014914-V02","A00014914","V02","CL02","Year 0",30.3,1
"A00014919-V02","A00014919","V02","CL01","Year 0",632.03,1
"A00014925-V01","A00014925","V01","CL01","Year 0",619.93,1
"A00014928-V01","A00014928","V01","CL01","Year 0",253.88,1
"A00014930-V01","A00014930","V01","CL01","Year 0",351.81,1
"A00014951-V01","A00014951","V01","CL01","Year 0",2574.43,1
"A00014963-V01","A00014963","V01","CL01","Year 0",48.95,1
"A00014964-V02","A00014964","V02","CL01","Year 0",27.17,1
"A00014982-V01","A00014982","V01","CL01","Year 0",190.85,1
"A00014995-V01","A00014995","V01","CL01","Year 0",-32.94,1
"A00015003-V02","A00015003","V02","CL01","Year 0",989.47,1
"A00015005-V02","A00015005","V02","CL01","Year 0",1491.35,1
"A00015008-V01","A00015008","V01","CL01","Year 0",59.91,1
"A00015029-V04","A00015029","V04","CL01","Year 0",1199.86,1
"A00015047-V01","A00015047","V01","CL01","Year 0",1038.62,1
"A00015070-V02","A00015070","V02","CL01","Year 0",1552.17,1
"A00015113-V01","A00015113","V01","CL01","Year 0",508.94,1
"A00015115-V03","A00015115","V03","CL01","Year 0",247.49,1
"A00015119-V01","A00015119","V01","CL01","Year 0",588.65,1
"A00015123-V01","A00015123","V01","CL01","Year 0",62.33,1
"A00015132-V03","A00015132","V03","CL01","Year 0",805.78,1
"A00015134-V03","A00015134","V03","CL01","Year 0",223.54,1
"A00015142-V04","A00015142","V04","CL01","Year 0",3.63,1
"A00015144-V01","A00015144","V01","CL01","Year 0",17.86,1
"A00015144-V04","A00015144","V04","CL01","Year 0",47.36,1
"A00015160-V03","A00015160","V03","CL01","Year 0",153.19,1
"A00015166-V01","A00015166","V01","CL01","Year 0",13.88,1
"A00015166-V01","A00015166","V01","CL02","Year 0",99.4,1
"A00015182-V01","A00015182","V01","CL01","Year 0",1240.22,1
"A00015219-V01","A00015219","V01","CL01","Year 0",1212.11,1
"A00015224-V02","A00015224","V02","CL01","Year 0",180.22,1
"A00015243-V01","A00015243","V01","CL01","Year 0",34.01,1
"A00015244-V03","A00015244","V03","CL01","Year 0",73.59,1
"A00015248-V01","A00015248","V01","CL01","Year 0",16783.62,1
"A00015252-V01","A00015252","V01","CL01","Year 0",1514.38,1
"A00015252-V02","A00015252","V02","CL01","Year 0",3130.98,1
"A00015252-V02","A00015252","V02","CL02","Year 0",2599.72,1
"A00015257-V01","A00015257","V01","CL01","Year 0",570.96,1
"A00015267-V01","A00015267","V01","CL01","Year 0",232.21,1
"A00015274-V03","A00015274","V03","CL01","Year 0",265.91,1
"A00015289-V02","A00015289","V02","CL01","Year 0",57.32,1
"A00015303-V03","A00015303","V03","CL01","Year 0",4666.99,1
"A00015306-V01","A00015306","V01","CL01","Year 0",17.03,1
"A00015316-V01","A00015316","V01","CL01","Year 0",495.44,1
"A00015319-V01","A00015319","V01","CL01","Year 0",16.11,1
"A00015330-V01","A00015330","V01","CL01","Year 0",1441.61,1
"A00015330-V01","A00015330","V01","CL02","Year 0",14289.14,1
"A00015341-V01","A00015341","V01","CL01","Year 0",1644.77,1
"A00015341-V01","A00015341","V01","CL02","Year 0",63.29,1
"A00015352-V01","A00015352","V01","CL01","Year 0",3065.02,1
"A00015372-V01","A00015372","V01","CL01","Year 0",-17.41,1
"A00015395-V03","A00015395","V03","CL01","Year 0",100.05,1
"A00015403-V01","A00015403","V01","CL01","Year 0",161.24,1
"A00015405-V01","A00015405","V01","CL01","Year 0",2135.44,1
